   |CODCLAVECICBENEFICIARIO|CODCLAVECICSOLICITANTE|PERIODO|FECDIA|HORINITRANSACCION|CODSUCAGE|CODSESION|CODINTERNOTRANSACCION|CODTRANSACCIONVENTANILLA|DESTRANSACCIONVENTANILLA|ACTV_BENEFICIARIO|TIPPER_BENEFICIARIO|FLG_FFNN_BENEFICIARIO|FLG_FFNN_SOLICITANTE|TIPBANCA_BENEFICIARIO|TIPBANCA_SOLICITANTE|MTOTRANSACCION|TIPPER_SOLICITANTE|DESBANCA_BENEFICIARIO|DESBANCA_SOLICITANTE|FECONS_BENEFICIARIO|FECONS_SOL|FLG_AN_BENEFICIARIO|FLG_AN_SOLICITANTE|FLG_REL|FLG_ROS_BEN|FLG_ROS_SOL|FLG_MTO_P25|FLG_MTO_P50|FLG_MTO_P75|FLG_MTO_P90|FECDIA2|FEC_BEN|FLG_AN|TIPPER|FLG_NUEVA_BEN|dif|dif2|FLG_NUEVA_SOL|FLG_NUEVA|FLG_BANCA|PERSONA_SOL|EMPRESA_SOL|PERSONA_BEN|EMPRESA_BEN|FLG_ROS|FLG_MTO|FLG_NOREL|MTOTRANSACCION_ES|TIPPER_BEN|TIPPER_SOL|MTO_P95|MTOTRANSACCION_ES95|N_Cluster
2294|12626151.0|2878464.0|202001|11/01/2020|11:15:25|194000|243|800646000000.0|62|DepÂ¢sito Cte|7414.0|E|1|1|P|P|238260.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|1|0|0|0|2020-11-01||0|0|0|||0|0|1|1|0|1|0|0|0|1|238260.0|1|0|238260.0|238260.0|9
1831|9926820.0|9926820.0|202002|27/02/2020|13:13:00|585000|279|800672000000.0|60|DepÂ¢sito Aho|99.0|P|1|1|P|P|408000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|0|1|0|2020-02-27||0|1|0|||0|0|1|1|0|1|0|0|0|1|408000.0|0|0|408000.0|408000.0|18
1721|22295139.0|21406532.0|202006|26/06/2020|12:46:12|475008|113|902242000000.0|62|DepÂ¢sito Cte|9309.0|E|1|1|P|P|307799.25|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|1|0|0|2020-06-26||0|0|0|||0|0|1|1|0|1|0|0|0|1|307799.25|1|0|307799.25|307799.25|2
2815|115161.0|3732742.0|202007|27/07/2020|15:07:25|191142|218|902248000000.0|62|DepÂ¢sito Cte|6519.0|E|1|1|E|P|247450.0|P|EMPRESA                            |BANCA PERSONAL                     |07/07/1997||0|0|0|0|0|1|0|0|0|2020-07-27|1997-07-07|0|0|0|8421 days|8421.0|0|0|1|1|0|0|1|0|0|1|247450.0|1|0|247450.0|247450.0|0
2301|12626151.0|2878464.0|202002|29/02/2020|13:54:22|194000|824|800673000000.0|62|DepÂ¢sito Cte|7414.0|E|1|1|P|P|216310.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|0|0|0|2020-02-29||0|0|0|||0|0|1|1|0|1|0|0|0|1|216310.0|1|0|216310.0|216310.0|9
734|101479.0|9756863.0|202009|03/09/2020|15:11:32|215000|711|800740000000.0|62|DepÂ¢sito Cte|5190.0|E|1|1|P|P|314410.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |24/04/1998||0|0|0|0|0|0|1|0|0|2020-03-09|1998-04-24|0|0|0|7990 days|7990.0|0|0|1|1|0|1|0|0|0|1|314410.0|1|0|314410.0|314410.0|2
1367|17904765.0|3146633.0|202008|12/08/2020|16:23:59|365002|261|800733000000.0|62|DepÂ¢sito Cte|5030.0|E|1|1|P|P|487332.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |13/06/2006||0|0|0|0|0|0|0|1|0|2020-12-08|2006-06-13|0|0|0|5292 days|5292.0|0|0|1|1|0|1|0|0|0|1|487332.0|1|0|487332.0|487332.0|18
3223|5628186.0|1766817.0|202007|10/07/2020|11:51:07|435001|40|902245000000.0|62|DepÂ¢sito Cte|5143.0|E|1|1|P|P|204976.8|P|BANCA PERSONAL                     |BANCA PERSONAL                     |19/07/2006||0|0|1|0|0|0|0|0|0|2020-10-07|2006-07-19|0|0|0|5194 days|5194.0|0|0|1|1|0|1|0|0|0|0|204976.8|1|0|204976.8|204976.8|4
2472|8851327.0|8548205.0|202005|12/05/2020|14:37:44|335000|733|800694000000.0|62|DepÂ¢sito Cte|6719.0|E|1|1|C|P|409870.1|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/2017||0|0|0|0|0|0|0|1|0|2020-12-05|2017-08-24|0|0|0|1199 days|1199.0|0|0|1|1|0|0|0|0|0|1|409870.1|1|0|409870.1|409870.1|14
2512|14772.0|2339687.0|202003|12/03/2020|15:43:44|191010|528|800680000000.0|115|Credipago with partial validation|2520.0|E|1|1|C|P|499639.72|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/05/1996||0|0|0|0|0|0|0|1|0|2020-12-03|1996-05-24|0|0|0|8959 days|8959.0|0|0|1|1|0|0|0|0|0|1|499639.72|1|0|499639.72|499639.72|14
2412|8199179.0|9239814.0|202008|04/08/2020|11:24:03|485000|148|800731000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|P|P|279860.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |16/10/2007||0|0|1|0|0|1|0|0|0|2020-04-08|2007-10-16|0|0|0|4558 days|4558.0|0|0|1|1|0|1|0|0|0|0|279860.0|1|0|279860.0|279860.0|4
205|14567826.0|3395776.0|202008|11/08/2020|10:40:00|445000|62|902251000000.0|62|DepÂ¢sito Cte|5234.0|E|1|1|P|P|460000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |08/08/2012||0|0|1|0|0|0|0|1|0|2020-11-08|2012-08-08|0|0|0|3014 days|3014.0|0|0|1|1|0|1|0|0|0|0|460000.0|1|0|460000.0|460000.0|1
992|2811001.0|148674.0|202007|06/07/2020|13:18:47|305000|335|800711000000.0|62|DepÂ¢sito Cte|6599.0|E|1|1|E|P|256000.0|P|EMPRESA                            |BANCA PERSONAL                     |03/04/2000||0|0|0|0|0|1|0|0|0|2020-06-07|2000-03-04|0|0|0|7400 days|7400.0|0|0|1|1|0|0|1|0|0|1|256000.0|1|0|256000.0|256000.0|0
1607|17238261.0|5165212.0|202004|20/04/2020|13:09:06|305003|246|800689000000.0|62|DepÂ¢sito Cte|9309.0|E|1|1|P|P|300000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |17/08/2015||0|0|1|0|0|0|1|0|0|2020-04-20|2015-08-17|0|0|0|1708 days|1708.0|0|0|1|1|0|1|0|0|0|0|300000.0|1|0|300000.0|300000.0|12
3028|14746.0|9126302.0|202001|08/01/2020|10:44:48|475000|256|800644000000.0|60|DepÂ¢sito Aho|6599.0|E|1|1|E|P|441000.0|P|EMPRESA                            |BANCA PERSONAL                     |01/12/1994||0|0|0|0|0|0|0|1|0|2020-08-01|1994-01-12|0|0|0|9698 days|9698.0|0|0|1|1|0|0|1|0|0|1|441000.0|1|0|441000.0|441000.0|13
3142|5304775.0|2692.0|202008|31/08/2020|16:29:40|540000|768|902256000000.0|117|Credipago without validation|7499.0|E|1|1|E|P|219100.0|P|EMPRESA                            |BANCA PERSONAL                     |05/10/2000||0|0|0|0|0|0|0|0|0|2020-08-31|2000-05-10|0|0|0|7418 days|7418.0|0|0|1|1|0|0|1|0|0|1|219100.0|1|0|219100.0|219100.0|0
2369|13685476.0|8683131.0|202003|12/03/2020|16:48:23|193010|514|800680000000.0|62|DepÂ¢sito Cte|5520.0|E|1|1|P|P|315900.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |17/11/2014||0|0|0|0|0|0|1|0|0|2020-12-03|2014-11-17|0|0|0|2208 days|2208.0|0|0|1|1|0|1|0|0|0|1|315900.0|1|0|315900.0|315900.0|2
611|12844012.0|17002744.0|202002|29/02/2020|13:43:44|194000|810|800673000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|C|P|387280.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |25/03/2014||0|0|0|0|0|0|1|0|0|2020-02-29|2014-03-25|0|0|0|2167 days|2167.0|0|0|1|1|0|0|0|0|0|1|387280.0|1|0|387280.0|387280.0|10
2254|7071429.0|9848343.0|202008|26/08/2020|12:18:47|285000|208|902255000000.0|117|Credipago without validation|121.0|E|1|1|E|P|278970.0|P|EMPRESA                            |BANCA PERSONAL                     |09/07/2008||0|0|1|0|0|1|0|0|0|2020-08-26|2008-09-07|0|0|0|4371 days|4371.0|0|0|1|1|0|0|1|0|0|0|278970.0|1|0|278970.0|278970.0|16
3164|14746.0|13009747.0|202006|08/06/2020|15:44:15|305000|351|800703000000.0|60|DepÂ¢sito Aho|6599.0|E|1|1|E|P|300000.0|P|EMPRESA                            |BANCA PERSONAL                     |01/12/1994||0|0|0|0|0|0|1|0|0|2020-08-06|1994-01-12|0|0|0|9703 days|9703.0|0|0|1|1|0|0|1|0|0|1|300000.0|1|0|300000.0|300000.0|3
3106|1988103.0|1988103.0|202003|02/03/2020|18:14:18|193011|1193|800674000000.0|60|DepÂ¢sito Aho|99.0|P|1|1|P|P|300000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|1|0|0|2020-02-03||0|1|0|||0|0|1|1|0|1|0|0|0|1|300000.0|0|0|300000.0|300000.0|2
2692|23958697.0|7731220.0|202007|22/07/2020|12:52:04|191041|168|902247000000.0|84|Emision de Cheques de Ger|99.0|P|1|1|P|P|225945.25|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|0|0|0|2020-07-22||0|1|0|||0|0|1|1|0|1|0|0|0|1|225945.25|0|0|225945.25|225945.25|9
2502|5426598.0|2843769.0|202003|11/03/2020|11:32:56|570011|258|902223000000.0|60|DepÂ¢sito Aho|9309.0|P|1|1|P|P|260000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|1|0|0|0|2020-11-03||0|1|0|||0|0|1|1|0|1|0|0|0|1|260000.0|0|0|260000.0|260000.0|9
2660|14746.0|23372827.0|202004|08/04/2020|11:17:58|475000|478|800687000000.0|60|DepÂ¢sito Aho|6599.0|E|1|1|E|P|270000.0|P|EMPRESA                            |BANCA PERSONAL                     |01/12/1994||0|0|0|0|0|1|0|0|0|2020-08-04|1994-01-12|0|0|0|9701 days|9701.0|0|0|1|1|0|0|1|0|0|1|270000.0|1|0|270000.0|270000.0|0
3233|93143.0|16494818.0|202003|25/03/2020|12:24:51|375000|185|902227000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|287371.4|P|EMPRESA                            |BANCA PERSONAL                     |07/04/1998||0|0|0|0|0|1|0|0|0|2020-03-25|1998-07-04|0|0|0|7935 days|7935.0|0|0|1|1|0|0|1|0|0|1|287371.4|1|0|287371.4|287371.4|0
595|8637421.0|1446434.0|202002|20/02/2020|11:59:28|380000|363|800668000000.0|62|DepÂ¢sito Cte|6712.0|E|1|1|C|P|287104.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |||0|0|0|0|0|1|0|0|0|2020-02-20||0|0|0|||0|0|1|1|0|0|0|0|0|1|287104.0|1|0|287104.0|287104.0|5
1627|71721.0|6930108.0|202008|11/08/2020|14:04:11|194072|288|800733000000.0|117|Credipago without validation|3140.0|E|1|1|E|P|332330.72|P|EMPRESA                            |BANCA PERSONAL                     |02/07/1945||0|0|0|0|0|0|1|0|0|2020-11-08|1945-02-07|0|0|0|27668 days|27668.0|0|0|1|1|0|0|1|0|0|1|332330.72|1|0|332330.72|332330.72|3
1147|4613804.0|3556867.0|202004|28/04/2020|11:44:29|215000|423|800691000000.0|62|DepÂ¢sito Cte|5141.0|E|1|1|E|P|450000.0|P|EMPRESA                            |BANCA PERSONAL                     |27/05/2004||0|0|1|0|0|0|0|1|0|2020-04-28|2004-05-27|0|0|0|5815 days|5815.0|0|0|1|1|0|0|1|0|0|0|450000.0|1|0|450000.0|450000.0|6
3061|303207.0|5705454.0|202001|30/01/2020|14:35:56|305000|897|800656000000.0|128|Pago SUNAT formulario 1662|7511.0|E|1|1|E|P|207870.0|P|EMPRESA                            |BANCA PERSONAL                     |04/05/1993||0|0|0|0|0|0|0|0|0|2020-01-30|1993-04-05|0|0|0|9796 days|9796.0|0|0|1|1|0|0|1|0|0|1|207870.0|1|0|207870.0|207870.0|0
415|894480.0|894480.0|202008|18/08/2020|12:04:18|194016|141|800735000000.0|87|Emision Transferencias Electronicas Interb.Abon.Cta|7512.0|P|1|1|P|P|200004.3|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|0|0|0|2020-08-18||0|1|0|||0|0|1|1|0|1|0|0|0|1|200004.3|0|0|200004.3|200004.3|9
2098|8199179.0|1571810.0|202005|19/05/2020|15:46:48|485000|604|800696000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|P|P|214830.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |16/10/2007||0|0|1|0|0|0|0|0|0|2020-05-19|2007-10-16|0|0|0|4599 days|4599.0|0|0|1|1|0|1|0|0|0|0|214830.0|1|0|214830.0|214830.0|4
2520|12564664.0|1689424.0|202004|30/04/2020|12:44:24|193012|431|902233000000.0|62|DepÂ¢sito Cte|9309.0|E|1|1|P|P|220000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|0|0|0|2020-04-30||0|0|0|||0|0|1|1|0|1|0|0|0|1|220000.0|1|0|220000.0|220000.0|9
1941|8851327.0|14930667.0|202003|02/03/2020|17:48:16|570000|2114|902219000000.0|62|DepÂ¢sito Cte|6719.0|E|1|1|C|P|874935.7|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/2017||0|0|0|0|0|0|0|0|1|2020-02-03|2017-08-24|0|0|0|893 days|893.0|0|0|1|1|0|0|0|0|1|1|874935.7|1|0|651373.7949999986|651373.7949999986|8
239|62627.0|2939821.0|202007|31/07/2020|11:34:25|200000|212|902249000000.0|116|Credipago con validaciÂ¢n por rangos|2710.0|E|1|1|C|P|237828.97|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |31/12/1997||0|0|0|0|0|1|0|0|0|2020-07-31|1997-12-31|0|0|0|8248 days|8248.0|0|0|1|1|0|0|0|0|0|1|237828.97|1|0|237828.97|237828.97|5
661|4895158.0|8518762.0|202001|29/01/2020|10:23:41|480000|98|902203000000.0|117|Credipago without validation|1554.0|E|1|1|E|P|201220.7|P|EMPRESA                            |BANCA PERSONAL                     |08/02/2005||0|0|0|0|0|0|0|0|0|2020-01-29|2005-08-02|0|0|0|5293 days|5293.0|0|0|1|1|0|0|1|0|0|1|201220.7|1|0|201220.7|201220.7|0
1142|8637421.0|3072941.0|202002|25/02/2020|12:03:46|380000|452|800670000000.0|62|DepÂ¢sito Cte|6712.0|E|1|1|C|P|642958.2|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |||0|0|0|0|0|0|0|0|1|2020-02-25||0|0|0|||0|0|1|1|0|0|0|0|1|1|642958.2|1|0|642958.2|642958.2|8
2130|12861805.0|11982282.0|202001|14/01/2020|14:34:34|550000|346|902197000000.0|62|DepÂ¢sito Cte|4520.0|E|1|1|P|P|300000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |07/10/2010||0|0|0|0|0|0|1|0|0|2020-01-14|2010-07-10|0|0|0|3475 days|3475.0|0|0|1|1|0|1|0|0|0|1|300000.0|1|0|300000.0|300000.0|2
1237|3251007.0|5071366.0|202003|07/03/2020|11:56:56|194000|391|800678000000.0|62|DepÂ¢sito Cte|500.0|E|1|1|P|P|310000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |19/11/2001||0|0|0|0|0|0|1|0|0|2020-07-03|2001-11-19|0|0|0|6801 days|6801.0|0|0|1|1|0|1|0|0|0|1|310000.0|1|0|310000.0|310000.0|2
1613|58775.0|11087255.0|202006|17/06/2020|12:23:30|430000|257|902240000000.0|117|Credipago without validation|6592.0|E|1|1|E|P|249900.0|P|EMPRESA                            |BANCA PERSONAL                     |03/10/1977||0|0|0|0|0|1|0|0|0|2020-06-17|1977-03-10|0|0|0|15805 days|15805.0|0|0|1|1|0|0|1|0|0|1|249900.0|1|0|249900.0|249900.0|0
1817|2679372.0|6753198.0|202001|07/01/2020|17:01:13|305000|1358|800643000000.0|62|DepÂ¢sito Cte|6599.0|E|1|1|E|P|400000.0|P|EMPRESA                            |BANCA PERSONAL                     |19/01/1995||0|0|0|0|0|0|0|1|0|2020-07-01|1995-01-19|0|0|0|9295 days|9295.0|0|0|1|1|0|0|1|0|0|1|400000.0|1|0|400000.0|400000.0|13
306|281584.0|3968104.0|202003|06/03/2020|18:16:34|215000|1911|800677000000.0|62|DepÂ¢sito Cte|8511.0|E|1|1|E|P|316350.0|P|EMPRESA                            |BANCA PERSONAL                     |26/06/1992||0|0|0|0|0|0|1|0|0|2020-06-03|1992-06-26|0|0|0|10204 days|10204.0|0|0|1|1|0|0|1|0|0|1|316350.0|1|0|316350.0|316350.0|3
1423|9238148.0|446948.0|202008|03/08/2020|11:32:23|355001|138|902249000000.0|62|DepÂ¢sito Cte|9309.0|E|1|1|P|P|292724.61|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|1|0|0|0|1|0|0|2020-03-08||0|0|0|||0|0|1|1|0|1|0|0|0|0|292724.61|1|0|292724.61|292724.61|12
1594|4613804.0|5571554.0|202007|30/07/2020|15:07:46|215000|565|800730000000.0|62|DepÂ¢sito Cte|5141.0|E|1|1|E|P|500000.0|P|EMPRESA                            |BANCA PERSONAL                     |27/05/2004||0|0|1|0|0|0|0|1|0|2020-07-30|2004-05-27|0|0|0|5908 days|5908.0|0|0|1|1|0|0|1|0|0|0|500000.0|1|0|500000.0|500000.0|6
1094|11847551.0|19741283.0|202006|30/06/2020|11:26:56|405000|275|800710000000.0|60|DepÂ¢sito Aho|99.0|P|1|1|P|P|334810.74|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|1|0|0|2020-06-30||0|1|0|||0|0|1|1|0|1|0|0|0|1|334810.74|0|0|334810.74|334810.74|2
687|4895158.0|8518762.0|202008|24/08/2020|12:10:56|480000|145|902254000000.0|117|Credipago without validation|1554.0|E|1|1|E|P|222848.9|P|EMPRESA                            |BANCA PERSONAL                     |08/02/2005||0|0|0|0|0|0|0|0|0|2020-08-24|2005-08-02|0|0|0|5501 days|5501.0|0|0|1|1|0|0|1|0|0|1|222848.9|1|0|222848.9|222848.9|0
409|562566.0|562566.0|202002|29/02/2020|13:03:52|193011|596|800673000000.0|60|DepÂ¢sito Aho|99.0|P|1|1|P|P|210000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|0|0|0|2020-02-29||0|1|0|||0|0|1|1|0|1|0|0|0|1|210000.0|0|0|210000.0|210000.0|9
2313|5935690.0|1539326.0|202008|13/08/2020|15:54:04|194019|544|800734000000.0|62|DepÂ¢sito Cte|7421.0|E|1|1|P|P|213600.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |02/11/2006||0|0|0|0|0|0|0|0|0|2020-08-13|2006-02-11|0|0|0|5297 days|5297.0|0|0|1|1|0|1|0|0|0|1|213600.0|1|0|213600.0|213600.0|9
844|366868.0|983757.0|202003|12/03/2020|17:45:41|215000|1530|800680000000.0|117|Credipago without validation|122.0|E|1|1|C|P|200620.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |23/10/1998||0|0|0|0|0|0|0|0|0|2020-12-03|1998-10-23|0|0|0|8077 days|8077.0|0|0|1|1|0|0|0|0|0|1|200620.0|1|0|200620.0|200620.0|5
1202|8637421.0|5814267.0|202001|06/01/2020|13:33:44|380000|732|800642000000.0|62|DepÂ¢sito Cte|6712.0|E|1|1|C|P|689211.3|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |||0|0|0|0|0|0|0|0|1|2020-06-01||0|0|0|||0|0|1|1|0|0|0|0|1|1|689211.3|1|0|651373.7949999986|651373.7949999986|8
1413|66281.0|2261325.0|202004|13/04/2020|12:20:24|191062|126|800688000000.0|62|DepÂ¢sito Cte|1711.0|E|1|1|P|P|500000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |02/11/1977||0|0|0|0|0|0|0|1|0|2020-04-13|1977-02-11|0|0|0|15767 days|15767.0|0|0|1|1|0|1|0|0|0|1|500000.0|1|0|500000.0|500000.0|18
562|3928036.0|482772.0|202004|27/04/2020|13:32:40|475000|860|800691000000.0|115|Credipago with partial validation|5122.0|E|1|1|E|P|392020.0|P|EMPRESA                            |BANCA PERSONAL                     |08/09/2003||0|0|0|0|0|0|1|0|0|2020-04-27|2003-08-09|0|0|0|6106 days|6106.0|0|0|1|1|0|0|1|0|0|1|392020.0|1|0|392020.0|392020.0|3
3449|69556.0||202007|02/07/2020|13:16:41|395000|147|902243000000.0|62|DepÂ¢sito Cte|5122.0|E|1|0|E||243290.0||EMPRESA                            ||01/02/1985||0|0|0|0|0|1|0|0|0|2020-02-07|1985-01-02|0|0|0|12819 days|12819.0|0|0|0|0|0|0|1|0|0|1|243290.0|1|1|243290.0|243290.0|0
2786|93143.0|14938485.0|202008|14/08/2020|11:16:56|375000|134|902252000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|275995.5|P|EMPRESA                            |BANCA PERSONAL                     |07/04/1998||0|0|0|0|0|1|0|0|0|2020-08-14|1998-07-04|0|0|0|8077 days|8077.0|0|0|1|1|0|0|1|0|0|1|275995.5|1|0|275995.5|275995.5|0
3411|62876.0|1083041.0|202009|02/09/2020|09:42:35|475007|15|800739000000.0|115|Credipago with partial validation|5122.0|E|1|1|E|P|262130.0|P|EMPRESA                            |BANCA PERSONAL                     |20/07/1987||0|0|0|0|0|1|0|0|0|2020-02-09|1987-07-20|0|0|0|11892 days|11892.0|0|0|1|1|0|0|1|0|0|1|262130.0|1|0|262130.0|262130.0|0
2511|14772.0|2339687.0|202002|24/02/2020|16:15:18|191059|396|800670000000.0|115|Credipago with partial validation|2520.0|E|1|1|C|P|433719.17|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/05/1996||0|0|0|0|0|0|0|1|0|2020-02-24|1996-05-24|0|0|0|8676 days|8676.0|0|0|1|1|0|0|0|0|0|1|433719.17|1|0|433719.17|433719.17|14
1265|8682425.0|2848758.0|202008|06/08/2020|10:46:07|480000|88|902250000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|P|P|225501.14|P|BANCA PERSONAL                     |BANCA PERSONAL                     |13/09/2010||0|0|1|0|0|0|0|0|0|2020-06-08|2010-09-13|0|0|0|3556 days|3556.0|0|0|1|1|0|1|0|0|0|0|225501.14|1|0|225501.14|225501.14|4
938|12844012.0|14439521.0|202003|07/03/2020|11:42:29|194000|348|800678000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|C|P|420200.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |25/03/2014||0|0|0|0|0|0|0|1|0|2020-07-03|2014-03-25|0|0|0|2292 days|2292.0|0|0|1|1|0|0|0|0|0|1|420200.0|1|0|420200.0|420200.0|14
757|9635940.0|876282.0|202008|25/08/2020|13:07:13|193009|178|800737000000.0|62|DepÂ¢sito Cte|6023.0|E|1|1|P|P|204850.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |05/11/2009||0|0|0|0|0|0|0|0|0|2020-08-25|2009-05-11|0|0|0|4124 days|4124.0|0|0|1|1|0|1|0|0|0|1|204850.0|1|0|204850.0|204850.0|9
2220|7071429.0|9848343.0|202002|04/02/2020|14:23:25|285000|943|902207000000.0|117|Credipago without validation|121.0|E|1|1|E|P|267214.9|P|EMPRESA                            |BANCA PERSONAL                     |09/07/2008||0|0|1|0|0|1|0|0|0|2020-04-02|2008-09-07|0|0|0|4225 days|4225.0|0|0|1|1|0|0|1|0|0|0|267214.9|1|0|267214.9|267214.9|16
589|8637421.0|1446434.0|202001|02/01/2020|13:13:29|380000|649|800640000000.0|62|DepÂ¢sito Cte|6712.0|E|1|1|C|P|283516.7|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |||0|0|0|0|0|1|0|0|0|2020-02-01||0|0|0|||0|0|1|1|0|0|0|0|0|1|283516.7|1|0|283516.7|283516.7|5
1922|69814.0|3146633.0|202006|01/06/2020|15:42:02|365000|363|800701000000.0|117|Credipago without validation|3430.0|E|1|1|E|P|295538.55|P|EMPRESA                            |BANCA PERSONAL                     |25/04/1975||0|0|0|0|0|0|1|0|0|2020-01-06|1975-04-25|0|0|0|16327 days|16327.0|0|0|1|1|0|0|1|0|0|1|295538.55|1|0|295538.55|295538.55|3
100|21736822.0|1470786.0|202004|02/04/2020|12:45:52|200000|622|902228000000.0|107|Pago de Credito ALS|5234.0|E|1|1|P|P|201276.85|P|BANCA PERSONAL                     |BANCA PERSONAL                     |01/09/2014||0|0|1|0|0|0|0|0|0|2020-02-04|2014-01-09|0|0|0|2217 days|2217.0|0|0|1|1|0|1|0|0|0|0|201276.85|1|0|201276.85|201276.85|4
2225|7071429.0|9848343.0|202003|02/03/2020|18:20:12|285000|1736|902219000000.0|117|Credipago without validation|121.0|E|1|1|E|P|259852.8|P|EMPRESA                            |BANCA PERSONAL                     |09/07/2008||0|0|1|0|0|1|0|0|0|2020-02-03|2008-09-07|0|0|0|4166 days|4166.0|0|0|1|1|0|0|1|0|0|0|259852.8|1|0|259852.8|259852.8|16
3444|69556.0||202006|18/06/2020|11:15:02|395000|47|902241000000.0|62|DepÂ¢sito Cte|5122.0|E|1|0|E||390990.0||EMPRESA                            ||01/02/1985||0|0|0|0|0|0|1|0|0|2020-06-18|1985-01-02|0|0|0|12951 days|12951.0|0|0|0|0|0|0|1|0|0|1|390990.0|1|1|390990.0|390990.0|3
403|11821672.0|3119323.0|202009|02/09/2020|10:58:57|191000|160|800739000000.0|107|Pago de Credito ALS|1541.0|E|1|1|P|P|316206.4|P|BANCA PERSONAL                     |BANCA PERSONAL                     |08/10/2012||0|0|0|0|0|0|1|0|0|2020-02-09|2012-08-10|0|0|0|2739 days|2739.0|0|0|1|1|0|1|0|0|0|1|316206.4|1|0|316206.4|316206.4|2
1986|2096628.0|3049539.0|202005|11/05/2020|10:27:52|570000|484|902235000000.0|62|DepÂ¢sito Cte|5211.0|E|1|1|E|P|295430.0|P|EMPRESA                            |BANCA PERSONAL                     |01/02/1993||0|0|0|0|0|0|1|0|0|2020-11-05|1993-01-02|0|0|0|10169 days|10169.0|0|0|1|1|0|0|1|0|0|1|295430.0|1|0|295430.0|295430.0|3
204|3334793.0|1681648.0|202007|22/07/2020|17:29:36|245002|325|800728000000.0|62|DepÂ¢sito Cte|8511.0|E|1|1|P|P|300000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |01/08/2000||0|0|0|0|0|0|1|0|0|2020-07-22|2000-01-08|0|0|0|7501 days|7501.0|0|0|1|1|0|1|0|0|0|1|300000.0|1|0|300000.0|300000.0|2
1999|2096628.0|3049539.0|202006|22/06/2020|11:35:25|570000|217|902241000000.0|62|DepÂ¢sito Cte|5211.0|E|1|1|E|P|272720.0|P|EMPRESA                            |BANCA PERSONAL                     |01/02/1993||0|0|0|0|0|1|0|0|0|2020-06-22|1993-01-02|0|0|0|10033 days|10033.0|0|0|1|1|0|0|1|0|0|1|272720.0|1|0|272720.0|272720.0|0
2482|5097808.0|21614230.0|202002|24/02/2020|12:01:55|395000|249|902215000000.0|117|Credipago without validation|5190.0|E|1|1|C|P|345028.2|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |14/07/2005||1|0|0|1|0|0|1|0|0|2020-02-24|2005-07-14|0|0|0|5338 days|5338.0|0|0|1|1|0|0|0|0|0|1|345028.2|1|0|345028.2|345028.2|7
